family,species,location,latitude,longitude,sampling_habitat,acclimation,temperature_of_acclimation_c,length_acclimation_period_days,rate_acclimation_c_day,methodology,endpoint,heating_rate_c_min,length_experiment_min,body_length_mm,weight_g,life_stage,thermal_limit_c,sd_thermal_limit,nindividuals,phylogeny,realm_affinity,source,reference
Percidae,Perca flavescens,NA,NA,NA,Freshwater,NA,25,NA,NA,static,death,NA,NA,NA,NA,NA,29.7,NA,NA,yes,Freshwater,Brett 1956,26
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,39.5,0.53021963500000002,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,LOE,0.3,NA,30-70,NA,NA,41.7,0.53021963500000002,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,40.5,0.35347975700000001,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,flaring operculum,0.3,NA,30-70,NA,NA,42.1,0.70695951300000004,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,25,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,40.7,0.35347975700000001,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,30,14,NA,dynamic,death,0.3,NA,30-70,NA,NA,42.1,0.70695951300000004,12,yes,Freshwater,Carveth et al. 2006,35
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,25,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,38,0.4,10,yes,Freshwater,Beitinger et al. 2000,12
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,30,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,41,0.3,10,yes,Freshwater,Beitinger et al. 2000,12
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,35,NA,NA,dynamic,LOE,0.3,NA,NA,NA,NA,42.3,0.4,10,yes,Freshwater,Beitinger et al. 2000,12
Poeciliidae,Gambusia affinis,Knoxville Tenesee US,35.96,-83.92,Freshwater,experimental,30,NA,NA,static,death,NA,5760,NA,NA,NA,37.3,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,Welaka Florida US,29.48,-81.680000000000007,Freshwater,experimental,15,NA,NA,static,death,NA,5760,NA,NA,NA,35.4,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,Welaka Florida US,29.48,-81.680000000000007,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,37.3,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,Welaka Florida US,29.48,-81.680000000000007,Freshwater,experimental,35,NA,NA,static,death,NA,5760,NA,NA,NA,37.3,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,NA,NA,NA,Freshwater,experimental,20,NA,NA,static,death,NA,5760,NA,NA,NA,37.3,NA,NA,yes,Freshwater,Hart 1952,84
Poeciliidae,Gambusia affinis,Central Oklahoma US,35.659999999999997,-97.47,Freshwater,experimental,10,14,NA,dynamic,OS,1,NA,NA,NA,NA,38.47,0.73959448299999997,20,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Poeciliidae,Gambusia affinis,Central Oklahoma US,35.659999999999997,-97.47,Freshwater,experimental,10,14,NA,dynamic,LOE,1,NA,NA,NA,NA,36.88,0.71693793299999997,20,yes,Freshwater,Lutterschmidt & Hutchinson 1997,118
Poeciliidae,Gambusia affinis,Lower Waikato River New Zealand,-37.270000000000003,174.87,Freshwater,experimental,12,7,2,dynamic,LOE,0.5,NA,16-23,NA,NA,34.2,1.532970972,6,yes,Freshwater,Simons 1984,180
Poeciliidae,Gambusia affinis,Lower Waikato River New Zealand,-37.270000000000003,174.87,Freshwater,experimental,20,7,2,dynamic,LOE,0.5,NA,16-27,NA,NA,38.5,1.532970972,15,yes,Freshwater,Simons 1984,180
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,5,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,32.4902,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,10,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,33.5517,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,15,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,34.6429,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,20,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,37.2521,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,25,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,38.6112,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,30,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,41.5476,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,35,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,42.0734,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,5,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,33.7996,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,10,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,35.0399,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,15,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,35.5358,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,20,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,37.0735,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,25,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,39.7421,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,30,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,42.0831,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,35,30,NA,dynamic,LOE,0.3,NA,NA,NA,NA,43.1745,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,5,30,NA,static,death,NA,10080,NA,NA,NA,29.4845,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,10,30,NA,static,death,NA,10080,NA,NA,NA,30.5164,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,15,30,NA,static,death,NA,10080,NA,NA,NA,34.5752,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,20,30,NA,static,death,NA,10080,NA,NA,NA,35.5087,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,25,30,NA,static,death,NA,10080,NA,NA,NA,35.499,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,30,30,NA,static,death,NA,10080,NA,NA,NA,37.042,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Salt Lake City Utah US,40.76,-111.92,Freshwater,experimental,35,30,NA,static,death,NA,10080,NA,NA,NA,36.4817,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,5,30,NA,static,death,NA,10080,NA,NA,NA,32.0398,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,10,30,NA,static,death,NA,10080,NA,NA,NA,32.5607,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,15,30,NA,static,death,NA,10080,NA,NA,NA,33.0223,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,20,30,NA,static,death,NA,10080,NA,NA,NA,36.5505,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,25,30,NA,static,death,NA,10080,NA,NA,NA,37.5236,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,30,30,NA,static,death,NA,10080,NA,NA,NA,37.5136,NA,10,yes,Freshwater,Otto 1973,150
Poeciliidae,Gambusia affinis,Indian Hot Springs Arizona US,33,-109.9,Freshwater,experimental,35,30,NA,static,death,NA,10080,NA,NA,NA,37.9952,NA,10,yes,Freshwater,Otto 1973,150
Umbridae,Umbra limi,Michigan US,43.84,-84.88,Freshwater,collection,22.6642561,NA,NA,static,death,NA,NA,NA,NA,NA,38,NA,NA,yes,Freshwater,Wismer & Christie 1987,211
