siteID,year,month,temp_mean_monthly,temp_sd_monthly,temp_max_monthly,temp_min_monthly,n_days_monthly
SUGG,2024,12,16.37258778645212,1.6136446620697673,21.64,13.72,31
SUGG,2025,1,13.451712958632855,2.307124542003639,20.4,8.9,31
SUGG,2025,2,19.151725541125867,2.0747288632802494,26.33,14.97,28
SUGG,2025,3,20.01711590994947,1.5671082641125014,28.86,16.96,31
SUGG,2025,4,25.98295708365019,1.5230961218920567,33.08,21.45,30
SUGG,2025,5,29.06080237314576,1.677174668190185,35.47,25.51,31
SUGG,2025,6,30.7474629126155,1.0001646757519986,34.24,27.38,30
SUGG,2025,7,31.41547532011609,1.4157634496028282,35.94,28.4,28
SUGG,2025,8,31.889995495187982,0.7789674977870755,35.58,29.45,31
SUGG,2025,9,28.568080130612802,0.9123946749919201,35.46,26.07,30
SUGG,2025,10,24.89797372002026,1.4893410624285621,27.98,19.81,31
SUGG,2025,11,20.00454833372997,2.1381610406799902,25.22,14.5,30
SUGG,2025,12,16.521950795240176,2.971768121603339,22.19,10,31
SUGG,2026,1,14.31625,NA,14.77,13.83,1
TOMB,2018,7,32.06095330424195,0.3978695245948851,35.05,31.28,6
TOMB,2018,8,31.433689514272306,0.5731936222017109,35.34,29.87,29
TOMB,2018,9,29.157884002520078,1.9450675975773677,34.92,22.8,30
TOMB,2018,10,29.3195626614987,0.350003242172603,30.74,28.87,3
TOMB,2021,5,24.55095780537129,1.343896130768297,27.43,22.33,12
TOMB,2021,6,25.872199683621385,0.834560467654717,29.45,24.75,13
TOMB,2021,7,28.253632014590355,1.0238333458434055,29.87,26.79,9
TOMB,2021,8,30.084707953260576,0.6778858529892735,32.57,27.95,31
TOMB,2021,9,26.30827396557614,0.7340578963638517,29.1,24.82,30
TOMB,2021,10,24.382686355989385,1.007463663008334,26.85,21.42,31
TOMB,2021,11,18.033482497651324,1.6974603688723608,22.41,15.01,30
TOMB,2022,5,26.343096258278976,1.3328826008391823,30.49,23.62,26
TOMB,2022,6,30.110346024827926,1.5300897531461888,33.84,26.96,26
TOMB,2022,7,32.35028198653198,0.6685396908878025,34.32,30.77,12
TOMB,2022,8,31.508679342010748,1.2932841350633657,34.92,27.17,23
TOMB,2022,9,27.74039873017385,0.8029682595871637,31.35,25.88,30
TOMB,2022,10,23.390130788290968,2.2642480910308755,27.96,19.97,31
TOMB,2022,11,18.607064780805846,2.150093999205847,22.74,14.92,30
TOMB,2022,12,13.887952463034228,2.4390412122349963,16.45,8.92,29
TOMB,2023,1,11.986082759412318,1.173358802283731,14.87,10.39,11
TOMB,2023,2,11.9688633485309,1.9056157157509943,16.49,9.15,28
TOMB,2023,3,16.951334462973037,1.395481204243506,19.1,14.07,31
TOMB,2023,4,19.77276041974937,0.5429481843728394,20.71,18.46,18
TOMB,2023,5,25.6945631445478,0.30496627409309957,27.74,25.03,8
TOMB,2023,6,27.819312769376765,1.3795203713985482,33.61,24.6,30
TOMB,2023,7,29.62151032443005,1.5547513683315173,34.58,26.44,31
TOMB,2023,8,32.20214965959748,0.4094893479620024,34.73,30.2,30
TOMB,2023,9,30.120533465541385,0.9966298476136152,33.61,28.04,24
TOMB,2023,10,25.232464997870863,1.8844202662171703,29.14,22.41,31
TOMB,2023,11,16.8615625,NA,18.04,16.44,1
TOMB,2023,12,14.494257106779955,1.447452019210418,18.27,12.17,31
TOMB,2024,1,10.20318539467069,1.5366789698737813,13.16,7.43,30
TOMB,2024,2,12.084202938593176,1.0425138176267157,14.63,10.48,29
TOMB,2024,3,15.615681480666517,1.0290108675956742,17.12,13.34,30
TOMB,2024,4,19.154063336296673,1.2782335013608717,22.93,16.65,28
TOMB,2024,5,25.716327098551805,1.9279847711740916,31.9,21.95,27
